Year,Round,Driver,Team,CumulativePoints,Wins,Podiums,DNFs,RacesCompleted,ChampionshipPosition,PointsGapToLeader,PointsGapToAhead,WinRate,PodiumRate,PointsPerRace
2025,6,LEC,Ferrari,49.0,0,1,0,6,5,68.0,34.0,0.0,0.16666666666666666,8.166666666666666
2025,6,ANT,Mercedes,44.0,0,0,0,6,6,73.0,5.0,0.0,0.0,7.333333333333333
2025,6,ALB,Williams,30.0,0,0,0,6,7,87.0,14.0,0.0,0.0,5.0
2025,6,HAM,Ferrari,27.0,0,0,0,6,8,90.0,3.0,0.0,0.0,4.5
2025,6,OCO,Haas F1 Team,14.0,0,0,0,6,9,103.0,13.0,0.0,0.0,2.3333333333333335
2025,6,STR,Aston Martin,10.0,0,0,0,6,10,107.0,4.0,0.0,0.0,1.6666666666666667
2025,6,SAI,Williams,7.0,0,0,0,6,11,110.0,3.0,0.0,0.0,1.1666666666666667
2025,6,HUL,Kick Sauber,6.0,0,0,0,6,12,111.0,1.0,0.0,0.0,1.0
2025,6,BEA,Haas F1 Team,6.0,0,0,0,6,13,111.0,0.0,0.0,0.0,1.0
2025,6,GAS,Alpine,6.0,0,0,0,6,14,111.0,0.0,0.0,0.0,1.0
2025,6,HAD,Racing Bulls,5.0,0,0,0,6,15,112.0,1.0,0.0,0.0,0.8333333333333334
2025,6,TSU,Red Bull Racing,3.0,0,0,0,6,16,114.0,2.0,0.0,0.0,0.5
2025,6,BOR,Kick Sauber,0.0,0,0,0,6,17,117.0,3.0,0.0,0.0,0.0
2025,6,LAW,Racing Bulls,0.0,0,0,0,6,18,117.0,0.0,0.0,0.0,0.0
2025,6,ALO,Aston Martin,0.0,0,0,0,6,19,117.0,0.0,0.0,0.0,0.0
2025,6,DOO,Alpine,0.0,0,0,0,6,20,117.0,0.0,0.0,0.0,0.0
2025,7,PIA,McLaren,132.0,4,6,0,7,1,0.0,0.0,0.5714285714285714,0.8571428571428571,18.857142857142858
2025,7,NOR,McLaren,124.0,1,6,0,7,2,8.0,8.0,0.14285714285714285,0.8571428571428571,17.714285714285715
2025,7,VER,Red Bull Racing,118.0,2,4,0,7,3,14.0,6.0,0.2857142857142857,0.5714285714285714,16.857142857142858
2025,7,RUS,Mercedes,89.0,0,4,0,7,4,43.0,29.0,0.0,0.5714285714285714,12.714285714285714
2025,7,LEC,Ferrari,57.0,0,1,0,7,5,75.0,32.0,0.0,0.14285714285714285,8.142857142857142
2025,7,ANT,Mercedes,44.0,0,0,0,7,6,88.0,13.0,0.0,0.0,6.285714285714286
2025,7,ALB,Williams,40.0,0,0,0,7,7,92.0,4.0,0.0,0.0,5.714285714285714
2025,7,HAM,Ferrari,39.0,0,0,0,7,8,93.0,1.0,0.0,0.0,5.571428571428571
2025,7,OCO,Haas F1 Team,14.0,0,0,0,7,9,118.0,25.0,0.0,0.0,2.0
2025,7,SAI,Williams,11.0,0,0,0,7,10,121.0,3.0,0.0,0.0,1.5714285714285714
2025,7,STR,Aston Martin,10.0,0,0,0,7,11,122.0,1.0,0.0,0.0,1.4285714285714286
2025,7,HAD,Racing Bulls,7.0,0,0,0,7,12,125.0,3.0,0.0,0.0,1.0
2025,7,HUL,Kick Sauber,6.0,0,0,0,7,13,126.0,1.0,0.0,0.0,0.8571428571428571
2025,7,BEA,Haas F1 Team,6.0,0,0,0,7,14,126.0,0.0,0.0,0.0,0.8571428571428571
2025,7,GAS,Alpine,6.0,0,0,0,7,15,126.0,0.0,0.0,0.0,0.8571428571428571
2025,7,TSU,Red Bull Racing,4.0,0,0,0,7,16,128.0,2.0,0.0,0.0,0.5714285714285714
2025,7,LAW,Racing Bulls,0.0,0,0,0,7,17,132.0,4.0,0.0,0.0,0.0
2025,7,ALO,Aston Martin,0.0,0,0,0,7,18,132.0,0.0,0.0,0.0,0.0
2025,7,BOR,Kick Sauber,0.0,0,0,0,7,19,132.0,0.0,0.0,0.0,0.0
2025,7,DOO,Alpine,0.0,0,0,0,6,20,132.0,0.0,0.0,0.0,0.0
2025,7,COL,Alpine,0.0,0,0,0,1,21,132.0,0.0,0.0,0.0,0.0
2025,8,NOR,McLaren,149.0,2,7,0,8,1,0.0,0.0,0.25,0.875,18.625
2025,8,PIA,McLaren,147.0,4,7,0,8,2,2.0,2.0,0.5,0.875,18.375
2025,8,VER,Red Bull Racing,130.0,2,4,0,8,3,19.0,17.0,0.25,0.5,16.25
2025,8,RUS,Mercedes,89.0,0,4,0,8,4,60.0,41.0,0.0,0.5,11.125
2025,8,LEC,Ferrari,75.0,0,2,0,8,5,74.0,14.0,0.0,0.25,9.375
2025,8,HAM,Ferrari,49.0,0,0,0,8,6,100.0,26.0,0.0,0.0,6.125
2025,8,ANT,Mercedes,44.0,0,0,0,8,7,105.0,5.0,0.0,0.0,5.5
2025,8,ALB,Williams,42.0,0,0,0,8,8,107.0,2.0,0.0,0.0,5.25
2025,8,OCO,Haas F1 Team,20.0,0,0,0,8,9,129.0,22.0,0.0,0.0,2.5
2025,8,HAD,Racing Bulls,15.0,0,0,0,8,10,134.0,5.0,0.0,0.0,1.875
2025,8,SAI,Williams,12.0,0,0,0,8,11,137.0,3.0,0.0,0.0,1.5
2025,8,STR,Aston Martin,10.0,0,0,0,8,12,139.0,2.0,0.0,0.0,1.25
2025,8,HUL,Kick Sauber,6.0,0,0,0,8,13,143.0,4.0,0.0,0.0,0.75
2025,8,BEA,Haas F1 Team,6.0,0,0,0,8,14,143.0,0.0,0.0,0.0,0.75
2025,8,GAS,Alpine,6.0,0,0,0,8,15,143.0,0.0,0.0,0.0,0.75
2025,8,TSU,Red Bull Racing,4.0,0,0,0,8,16,145.0,2.0,0.0,0.0,0.5
2025,8,LAW,Racing Bulls,4.0,0,0,0,8,17,145.0,0.0,0.0,0.0,0.5
2025,8,ALO,Aston Martin,0.0,0,0,0,8,18,149.0,4.0,0.0,0.0,0.0
2025,8,BOR,Kick Sauber,0.0,0,0,0,8,19,149.0,0.0,0.0,0.0,0.0
2025,8,DOO,Alpine,0.0,0,0,0,6,20,149.0,0.0,0.0,0.0,0.0
2025,8,COL,Alpine,0.0,0,0,0,2,21,149.0,0.0,0.0,0.0,0.0
2025,9,PIA,McLaren,172.0,5,8,0,9,1,0.0,0.0,0.5555555555555556,0.8888888888888888,19.11111111111111
2025,9,NOR,McLaren,167.0,2,8,0,9,2,5.0,5.0,0.2222222222222222,0.8888888888888888,18.555555555555557
2025,9,VER,Red Bull Racing,131.0,2,4,0,9,3,41.0,36.0,0.2222222222222222,0.4444444444444444,14.555555555555555
2025,9,RUS,Mercedes,101.0,0,4,0,9,4,71.0,30.0,0.0,0.4444444444444444,11.222222222222221
2025,9,LEC,Ferrari,90.0,0,3,0,9,5,82.0,11.0,0.0,0.3333333333333333,10.0
2025,9,HAM,Ferrari,57.0,0,0,0,9,6,115.0,33.0,0.0,0.0,6.333333333333333
2025,9,ANT,Mercedes,44.0,0,0,0,9,7,128.0,13.0,0.0,0.0,4.888888888888889
2025,9,ALB,Williams,42.0,0,0,0,9,8,130.0,2.0,0.0,0.0,4.666666666666667
2025,9,HAD,Racing Bulls,21.0,0,0,0,9,9,151.0,21.0,0.0,0.0,2.3333333333333335
2025,9,OCO,Haas F1 Team,20.0,0,0,0,9,10,152.0,1.0,0.0,0.0,2.2222222222222223
2025,9,HUL,Kick Sauber,16.0,0,0,0,9,11,156.0,4.0,0.0,0.0,1.7777777777777777
2025,9,SAI,Williams,12.0,0,0,0,9,12,160.0,4.0,0.0,0.0,1.3333333333333333
2025,9,STR,Aston Martin,10.0,0,0,0,8,13,162.0,2.0,0.0,0.0,1.25
2025,9,GAS,Alpine,10.0,0,0,0,9,14,162.0,0.0,0.0,0.0,1.1111111111111112
2025,9,BEA,Haas F1 Team,6.0,0,0,0,9,15,166.0,4.0,0.0,0.0,0.6666666666666666
2025,9,TSU,Red Bull Racing,4.0,0,0,0,9,16,168.0,2.0,0.0,0.0,0.4444444444444444
2025,9,LAW,Racing Bulls,4.0,0,0,0,9,17,168.0,0.0,0.0,0.0,0.4444444444444444
2025,9,ALO,Aston Martin,2.0,0,0,0,9,18,170.0,2.0,0.0,0.0,0.2222222222222222
2025,9,BOR,Kick Sauber,0.0,0,0,0,9,19,172.0,2.0,0.0,0.0,0.0
2025,9,DOO,Alpine,0.0,0,0,0,6,20,172.0,0.0,0.0,0.0,0.0
2025,9,COL,Alpine,0.0,0,0,0,3,21,172.0,0.0,0.0,0.0,0.0
2025,10,PIA,McLaren,184.0,5,8,0,10,1,0.0,0.0,0.5,0.8,18.4
2025,10,NOR,McLaren,167.0,2,8,0,10,2,17.0,17.0,0.2,0.8,16.7
2025,10,VER,Red Bull Racing,149.0,2,5,0,10,3,35.0,18.0,0.2,0.5,14.9
2025,10,RUS,Mercedes,126.0,1,5,0,10,4,58.0,23.0,0.1,0.5,12.6
2025,10,LEC,Ferrari,100.0,0,3,0,10,5,84.0,26.0,0.0,0.3,10.0
2025,10,HAM,Ferrari,65.0,0,0,0,10,6,119.0,35.0,0.0,0.0,6.5
2025,10,ANT,Mercedes,59.0,0,1,0,10,7,125.0,6.0,0.0,0.1,5.9
2025,10,ALB,Williams,42.0,0,0,0,10,8,142.0,17.0,0.0,0.0,4.2
2025,10,OCO,Haas F1 Team,22.0,0,0,0,10,9,162.0,20.0,0.0,0.0,2.2
2025,10,HAD,Racing Bulls,21.0,0,0,0,10,10,163.0,1.0,0.0,0.0,2.1
2025,10,HUL,Kick Sauber,20.0,0,0,0,10,11,164.0,1.0,0.0,0.0,2.0
2025,10,SAI,Williams,13.0,0,0,0,10,12,171.0,7.0,0.0,0.0,1.3
2025,10,STR,Aston Martin,10.0,0,0,0,9,13,174.0,3.0,0.0,0.0,1.1111111111111112
2025,10,GAS,Alpine,10.0,0,0,0,10,14,174.0,0.0,0.0,0.0,1.0
2025,10,ALO,Aston Martin,8.0,0,0,0,10,15,176.0,2.0,0.0,0.0,0.8
2025,10,BEA,Haas F1 Team,6.0,0,0,0,10,16,178.0,2.0,0.0,0.0,0.6
2025,10,TSU,Red Bull Racing,4.0,0,0,0,10,17,180.0,2.0,0.0,0.0,0.4
2025,10,LAW,Racing Bulls,4.0,0,0,0,10,18,180.0,0.0,0.0,0.0,0.4
2025,10,BOR,Kick Sauber,0.0,0,0,0,10,19,184.0,4.0,0.0,0.0,0.0
2025,10,DOO,Alpine,0.0,0,0,0,6,20,184.0,0.0,0.0,0.0,0.0
2025,10,COL,Alpine,0.0,0,0,0,4,21,184.0,0.0,0.0,0.0,0.0
2025,11,PIA,McLaren,202.0,5,9,0,11,1,0.0,0.0,0.45454545454545453,0.8181818181818182,18.363636363636363
2025,11,NOR,McLaren,192.0,3,9,0,11,2,10.0,10.0,0.2727272727272727,0.8181818181818182,17.454545454545453
2025,11,VER,Red Bull Racing,149.0,2,5,0,11,3,53.0,43.0,0.18181818181818182,0.45454545454545453,13.545454545454545
2025,11,RUS,Mercedes,136.0,1,5,0,11,4,66.0,13.0,0.09090909090909091,0.45454545454545453,12.363636363636363
2025,11,LEC,Ferrari,115.0,0,4,0,11,5,87.0,21.0,0.0,0.36363636363636365,10.454545454545455
2025,11,HAM,Ferrari,77.0,0,0,0,11,6,125.0,38.0,0.0,0.0,7.0
2025,11,ANT,Mercedes,59.0,0,1,0,11,7,143.0,18.0,0.0,0.09090909090909091,5.363636363636363
2025,11,ALB,Williams,42.0,0,0,0,11,8,160.0,17.0,0.0,0.0,3.8181818181818183
2025,11,OCO,Haas F1 Team,23.0,0,0,0,11,9,179.0,19.0,0.0,0.0,2.090909090909091
2025,11,HUL,Kick Sauber,22.0,0,0,0,11,10,180.0,1.0,0.0,0.0,2.0
2025,11,HAD,Racing Bulls,21.0,0,0,0,11,11,181.0,1.0,0.0,0.0,1.9090909090909092
2025,11,ALO,Aston Martin,14.0,0,0,0,11,12,188.0,7.0,0.0,0.0,1.2727272727272727
2025,11,SAI,Williams,13.0,0,0,0,11,13,189.0,1.0,0.0,0.0,1.1818181818181819
2025,11,LAW,Racing Bulls,12.0,0,0,0,11,14,190.0,1.0,0.0,0.0,1.0909090909090908
2025,11,STR,Aston Martin,10.0,0,0,0,10,15,192.0,2.0,0.0,0.0,1.0
2025,11,GAS,Alpine,10.0,0,0,0,11,16,192.0,0.0,0.0,0.0,0.9090909090909091
2025,11,BEA,Haas F1 Team,6.0,0,0,0,11,17,196.0,4.0,0.0,0.0,0.5454545454545454
2025,11,TSU,Red Bull Racing,4.0,0,0,0,11,18,198.0,2.0,0.0,0.0,0.36363636363636365
2025,11,BOR,Kick Sauber,4.0,0,0,0,11,19,198.0,0.0,0.0,0.0,0.36363636363636365
2025,11,DOO,Alpine,0.0,0,0,0,6,20,202.0,4.0,0.0,0.0,0.0
2025,11,COL,Alpine,0.0,0,0,0,5,21,202.0,0.0,0.0,0.0,0.0
2025,12,PIA,McLaren,220.0,5,10,0,12,1,0.0,0.0,0.4166666666666667,0.8333333333333334,18.333333333333332
2025,12,NOR,McLaren,217.0,4,10,0,12,2,3.0,3.0,0.3333333333333333,0.8333333333333334,18.083333333333332
2025,12,VER,Red Bull Racing,159.0,2,5,0,12,3,61.0,58.0,0.16666666666666666,0.4166666666666667,13.25
2025,12,RUS,Mercedes,137.0,1,5,0,12,4,83.0,22.0,0.08333333333333333,0.4166666666666667,11.416666666666666
2025,12,LEC,Ferrari,115.0,0,4,0,12,5,105.0,22.0,0.0,0.3333333333333333,9.583333333333334
2025,12,HAM,Ferrari,89.0,0,0,0,12,6,131.0,26.0,0.0,0.0,7.416666666666667
2025,12,ANT,Mercedes,59.0,0,1,0,12,7,161.0,30.0,0.0,0.08333333333333333,4.916666666666667
2025,12,ALB,Williams,46.0,0,0,0,12,8,174.0,13.0,0.0,0.0,3.8333333333333335
2025,12,HUL,Kick Sauber,37.0,0,1,0,12,9,183.0,9.0,0.0,0.08333333333333333,3.0833333333333335
2025,12,OCO,Haas F1 Team,23.0,0,0,0,12,10,197.0,14.0,0.0,0.0,1.9166666666666667
2025,12,HAD,Racing Bulls,21.0,0,0,0,12,11,199.0,2.0,0.0,0.0,1.75
2025,12,GAS,Alpine,18.0,0,0,0,12,12,202.0,3.0,0.0,0.0,1.5
2025,12,STR,Aston Martin,16.0,0,0,0,11,13,204.0,2.0,0.0,0.0,1.4545454545454546
2025,12,ALO,Aston Martin,16.0,0,0,0,12,14,204.0,0.0,0.0,0.0,1.3333333333333333
2025,12,SAI,Williams,13.0,0,0,0,12,15,207.0,3.0,0.0,0.0,1.0833333333333333
2025,12,LAW,Racing Bulls,12.0,0,0,0,12,16,208.0,1.0,0.0,0.0,1.0
2025,12,BEA,Haas F1 Team,6.0,0,0,0,12,17,214.0,6.0,0.0,0.0,0.5
2025,12,TSU,Red Bull Racing,4.0,0,0,0,12,18,216.0,2.0,0.0,0.0,0.3333333333333333
2025,12,BOR,Kick Sauber,4.0,0,0,0,12,19,216.0,0.0,0.0,0.0,0.3333333333333333
2025,12,DOO,Alpine,0.0,0,0,0,6,20,220.0,4.0,0.0,0.0,0.0
2025,12,COL,Alpine,0.0,0,0,0,6,21,220.0,0.0,0.0,0.0,0.0
2025,13,PIA,McLaren,245.0,6,11,0,13,1,0.0,0.0,0.46153846153846156,0.8461538461538461,18.846153846153847
2025,13,NOR,McLaren,235.0,4,11,0,13,2,10.0,10.0,0.3076923076923077,0.8461538461538461,18.076923076923077
2025,13,VER,Red Bull Racing,171.0,2,5,0,13,3,74.0,64.0,0.15384615384615385,0.38461538461538464,13.153846153846153
2025,13,RUS,Mercedes,147.0,1,5,0,13,4,98.0,24.0,0.07692307692307693,0.38461538461538464,11.307692307692308
2025,13,LEC,Ferrari,130.0,0,5,0,13,5,115.0,17.0,0.0,0.38461538461538464,10.0
2025,13,HAM,Ferrari,95.0,0,0,0,13,6,150.0,35.0,0.0,0.0,7.3076923076923075
2025,13,ANT,Mercedes,59.0,0,1,0,13,7,186.0,36.0,0.0,0.07692307692307693,4.538461538461538
2025,13,ALB,Williams,54.0,0,0,0,13,8,191.0,5.0,0.0,0.0,4.153846153846154
2025,13,HUL,Kick Sauber,37.0,0,1,0,13,9,208.0,17.0,0.0,0.07692307692307693,2.8461538461538463
2025,13,OCO,Haas F1 Team,23.0,0,0,0,13,10,222.0,14.0,0.0,0.0,1.7692307692307692
2025,13,HAD,Racing Bulls,21.0,0,0,0,13,11,224.0,2.0,0.0,0.0,1.6153846153846154
2025,13,GAS,Alpine,19.0,0,0,0,13,12,226.0,2.0,0.0,0.0,1.4615384615384615
2025,13,STR,Aston Martin,16.0,0,0,0,12,13,229.0,3.0,0.0,0.0,1.3333333333333333
2025,13,ALO,Aston Martin,16.0,0,0,0,13,14,229.0,0.0,0.0,0.0,1.2307692307692308
2025,13,LAW,Racing Bulls,16.0,0,0,0,13,15,229.0,0.0,0.0,0.0,1.2307692307692308
2025,13,SAI,Williams,13.0,0,0,0,13,16,232.0,3.0,0.0,0.0,1.0
2025,13,BOR,Kick Sauber,6.0,0,0,0,13,17,239.0,7.0,0.0,0.0,0.46153846153846156
2025,13,BEA,Haas F1 Team,6.0,0,0,0,13,18,239.0,0.0,0.0,0.0,0.46153846153846156
2025,13,TSU,Red Bull Racing,4.0,0,0,0,13,19,241.0,2.0,0.0,0.0,0.3076923076923077
2025,13,DOO,Alpine,0.0,0,0,0,6,20,245.0,4.0,0.0,0.0,0.0
2025,13,COL,Alpine,0.0,0,0,0,7,21,245.0,0.0,0.0,0.0,0.0
2025,14,PIA,McLaren,263.0,6,12,0,14,1,0.0,0.0,0.42857142857142855,0.8571428571428571,18.785714285714285
2025,14,NOR,McLaren,260.0,5,12,0,14,2,3.0,3.0,0.35714285714285715,0.8571428571428571,18.571428571428573
2025,14,VER,Red Bull Racing,173.0,2,5,0,14,3,90.0,87.0,0.14285714285714285,0.35714285714285715,12.357142857142858
2025,14,RUS,Mercedes,162.0,1,6,0,14,4,101.0,11.0,0.07142857142857142,0.42857142857142855,11.571428571428571
2025,14,LEC,Ferrari,142.0,0,5,0,14,5,121.0,20.0,0.0,0.35714285714285715,10.142857142857142
2025,14,HAM,Ferrari,95.0,0,0,0,14,6,168.0,47.0,0.0,0.0,6.785714285714286
2025,14,ANT,Mercedes,60.0,0,1,0,14,7,203.0,35.0,0.0,0.07142857142857142,4.285714285714286
2025,14,ALB,Williams,54.0,0,0,0,14,8,209.0,6.0,0.0,0.0,3.857142857142857
2025,14,HUL,Kick Sauber,37.0,0,1,0,14,9,226.0,17.0,0.0,0.07142857142857142,2.642857142857143
2025,14,ALO,Aston Martin,26.0,0,0,0,14,10,237.0,11.0,0.0,0.0,1.8571428571428572
2025,14,OCO,Haas F1 Team,23.0,0,0,0,14,11,240.0,3.0,0.0,0.0,1.6428571428571428
2025,14,STR,Aston Martin,22.0,0,0,0,13,12,241.0,1.0,0.0,0.0,1.6923076923076923
2025,14,HAD,Racing Bulls,21.0,0,0,0,14,13,242.0,1.0,0.0,0.0,1.5
2025,14,LAW,Racing Bulls,20.0,0,0,0,14,14,243.0,1.0,0.0,0.0,1.4285714285714286
2025,14,GAS,Alpine,19.0,0,0,0,14,15,244.0,1.0,0.0,0.0,1.3571428571428572
2025,14,BOR,Kick Sauber,14.0,0,0,0,14,16,249.0,5.0,0.0,0.0,1.0
2025,14,SAI,Williams,13.0,0,0,0,14,17,250.0,1.0,0.0,0.0,0.9285714285714286
2025,14,BEA,Haas F1 Team,6.0,0,0,0,14,18,257.0,7.0,0.0,0.0,0.42857142857142855
2025,14,TSU,Red Bull Racing,4.0,0,0,0,14,19,259.0,2.0,0.0,0.0,0.2857142857142857
2025,14,DOO,Alpine,0.0,0,0,0,6,20,263.0,4.0,0.0,0.0,0.0
2025,14,COL,Alpine,0.0,0,0,0,8,21,263.0,0.0,0.0,0.0,0.0
2025,15,PIA,McLaren,288.0,7,13,0,15,1,0.0,0.0,0.4666666666666667,0.8666666666666667,19.2
2025,15,NOR,McLaren,260.0,5,12,0,15,2,28.0,28.0,0.3333333333333333,0.8,17.333333333333332
2025,15,VER,Red Bull Racing,191.0,2,6,0,15,3,97.0,69.0,0.13333333333333333,0.4,12.733333333333333
2025,15,RUS,Mercedes,174.0,1,6,0,15,4,114.0,17.0,0.06666666666666667,0.4,11.6
2025,15,LEC,Ferrari,142.0,0,5,0,15,5,146.0,32.0,0.0,0.3333333333333333,9.466666666666667
2025,15,HAM,Ferrari,95.0,0,0,0,15,6,193.0,47.0,0.0,0.0,6.333333333333333
2025,15,ALB,Williams,64.0,0,0,0,15,7,224.0,31.0,0.0,0.0,4.266666666666667
2025,15,ANT,Mercedes,60.0,0,1,0,15,8,228.0,4.0,0.0,0.06666666666666667,4.0
2025,15,HUL,Kick Sauber,37.0,0,1,0,15,9,251.0,23.0,0.0,0.06666666666666667,2.466666666666667
2025,15,HAD,Racing Bulls,36.0,0,1,0,15,10,252.0,1.0,0.0,0.06666666666666667,2.4
2025,15,ALO,Aston Martin,30.0,0,0,0,15,11,258.0,6.0,0.0,0.0,2.0
2025,15,STR,Aston Martin,28.0,0,0,0,14,12,260.0,2.0,0.0,0.0,2.0
2025,15,OCO,Haas F1 Team,24.0,0,0,0,15,13,264.0,4.0,0.0,0.0,1.6
2025,15,LAW,Racing Bulls,20.0,0,0,0,15,14,268.0,4.0,0.0,0.0,1.3333333333333333
2025,15,GAS,Alpine,19.0,0,0,0,15,15,269.0,1.0,0.0,0.0,1.2666666666666666
2025,15,BOR,Kick Sauber,14.0,0,0,0,15,16,274.0,5.0,0.0,0.0,0.9333333333333333
2025,15,BEA,Haas F1 Team,14.0,0,0,0,15,17,274.0,0.0,0.0,0.0,0.9333333333333333
2025,15,SAI,Williams,13.0,0,0,0,15,18,275.0,1.0,0.0,0.0,0.8666666666666667
2025,15,TSU,Red Bull Racing,6.0,0,0,0,15,19,282.0,7.0,0.0,0.0,0.4
2025,15,DOO,Alpine,0.0,0,0,0,6,20,288.0,6.0,0.0,0.0,0.0
2025,15,COL,Alpine,0.0,0,0,0,9,21,288.0,0.0,0.0,0.0,0.0
2025,16,PIA,McLaren,303.0,7,14,0,16,1,0.0,0.0,0.4375,0.875,18.9375
2025,16,NOR,McLaren,278.0,5,13,0,16,2,25.0,25.0,0.3125,0.8125,17.375
2025,16,VER,Red Bull Racing,216.0,3,7,0,16,3,87.0,62.0,0.1875,0.4375,13.5
2025,16,RUS,Mercedes,184.0,1,6,0,16,4,119.0,32.0,0.0625,0.375,11.5
2025,16,LEC,Ferrari,154.0,0,5,0,16,5,149.0,30.0,0.0,0.3125,9.625
2025,16,HAM,Ferrari,103.0,0,0,0,16,6,200.0,51.0,0.0,0.0,6.4375
2025,16,ALB,Williams,70.0,0,0,0,16,7,233.0,33.0,0.0,0.0,4.375
2025,16,ANT,Mercedes,62.0,0,1,0,16,8,241.0,8.0,0.0,0.0625,3.875
2025,16,HUL,Kick Sauber,37.0,0,1,0,16,9,266.0,25.0,0.0,0.0625,2.3125
2025,16,HAD,Racing Bulls,37.0,0,1,0,16,10,266.0,0.0,0.0,0.0625,2.3125
2025,16,ALO,Aston Martin,30.0,0,0,0,16,11,273.0,7.0,0.0,0.0,1.875
2025,16,STR,Aston Martin,28.0,0,0,0,15,12,275.0,2.0,0.0,0.0,1.8666666666666667
2025,16,OCO,Haas F1 Team,24.0,0,0,0,16,13,279.0,4.0,0.0,0.0,1.5
2025,16,LAW,Racing Bulls,20.0,0,0,0,16,14,283.0,4.0,0.0,0.0,1.25
2025,16,GAS,Alpine,19.0,0,0,0,16,15,284.0,1.0,0.0,0.0,1.1875
2025,16,BOR,Kick Sauber,18.0,0,0,0,16,16,285.0,1.0,0.0,0.0,1.125
2025,16,BEA,Haas F1 Team,14.0,0,0,0,16,17,289.0,4.0,0.0,0.0,0.875
2025,16,SAI,Williams,13.0,0,0,0,16,18,290.0,1.0,0.0,0.0,0.8125
2025,16,TSU,Red Bull Racing,6.0,0,0,0,16,19,297.0,7.0,0.0,0.0,0.375
2025,16,DOO,Alpine,0.0,0,0,0,6,20,303.0,6.0,0.0,0.0,0.0
2025,16,COL,Alpine,0.0,0,0,0,10,21,303.0,0.0,0.0,0.0,0.0
2025,17,PIA,McLaren,303.0,7,14,0,17,1,0.0,0.0,0.4117647058823529,0.8235294117647058,17.823529411764707
2025,17,NOR,McLaren,284.0,5,13,0,17,2,19.0,19.0,0.29411764705882354,0.7647058823529411,16.705882352941178
2025,17,VER,Red Bull Racing,241.0,4,8,0,17,3,62.0,43.0,0.23529411764705882,0.47058823529411764,14.176470588235293
2025,17,RUS,Mercedes,202.0,1,7,0,17,4,101.0,39.0,0.058823529411764705,0.4117647058823529,11.882352941176471
2025,17,LEC,Ferrari,156.0,0,5,0,17,5,147.0,46.0,0.0,0.29411764705882354,9.176470588235293
2025,17,HAM,Ferrari,107.0,0,0,0,17,6,196.0,49.0,0.0,0.0,6.294117647058823
2025,17,ANT,Mercedes,74.0,0,1,0,17,7,229.0,33.0,0.0,0.058823529411764705,4.352941176470588
2025,17,ALB,Williams,70.0,0,0,0,17,8,233.0,4.0,0.0,0.0,4.117647058823529
2025,17,HAD,Racing Bulls,38.0,0,1,0,17,9,265.0,32.0,0.0,0.058823529411764705,2.235294117647059
2025,17,HUL,Kick Sauber,37.0,0,1,0,17,10,266.0,1.0,0.0,0.058823529411764705,2.176470588235294
2025,17,LAW,Racing Bulls,30.0,0,0,0,17,11,273.0,7.0,0.0,0.0,1.7647058823529411
2025,17,ALO,Aston Martin,30.0,0,0,0,17,12,273.0,0.0,0.0,0.0,1.7647058823529411
2025,17,STR,Aston Martin,28.0,0,0,0,16,13,275.0,2.0,0.0,0.0,1.75
2025,17,SAI,Williams,28.0,0,1,0,17,14,275.0,0.0,0.0,0.058823529411764705,1.6470588235294117
2025,17,OCO,Haas F1 Team,24.0,0,0,0,17,15,279.0,4.0,0.0,0.0,1.411764705882353
2025,17,GAS,Alpine,19.0,0,0,0,17,16,284.0,5.0,0.0,0.0,1.1176470588235294
2025,17,BOR,Kick Sauber,18.0,0,0,0,17,17,285.0,1.0,0.0,0.0,1.0588235294117647
2025,17,TSU,Red Bull Racing,14.0,0,0,0,17,18,289.0,4.0,0.0,0.0,0.8235294117647058
2025,17,BEA,Haas F1 Team,14.0,0,0,0,17,19,289.0,0.0,0.0,0.0,0.8235294117647058
2025,17,DOO,Alpine,0.0,0,0,0,6,20,303.0,14.0,0.0,0.0,0.0
2025,17,COL,Alpine,0.0,0,0,0,11,21,303.0,0.0,0.0,0.0,0.0
2025,18,PIA,McLaren,315.0,7,14,0,18,1,0.0,0.0,0.3888888888888889,0.7777777777777778,17.5
2025,18,NOR,McLaren,299.0,5,14,0,18,2,16.0,16.0,0.2777777777777778,0.7777777777777778,16.61111111111111
2025,18,VER,Red Bull Racing,259.0,4,9,0,18,3,56.0,40.0,0.2222222222222222,0.5,14.38888888888889
2025,18,RUS,Mercedes,227.0,2,8,0,18,4,88.0,32.0,0.1111111111111111,0.4444444444444444,12.61111111111111
2025,18,LEC,Ferrari,164.0,0,5,0,18,5,151.0,63.0,0.0,0.2777777777777778,9.11111111111111
2025,18,HAM,Ferrari,111.0,0,0,0,18,6,204.0,53.0,0.0,0.0,6.166666666666667
2025,18,ANT,Mercedes,84.0,0,1,0,18,7,231.0,27.0,0.0,0.05555555555555555,4.666666666666667
2025,18,ALB,Williams,70.0,0,0,0,18,8,245.0,14.0,0.0,0.0,3.888888888888889
2025,18,HAD,Racing Bulls,38.0,0,1,0,18,9,277.0,32.0,0.0,0.05555555555555555,2.111111111111111
2025,18,HUL,Kick Sauber,37.0,0,1,0,18,10,278.0,1.0,0.0,0.05555555555555555,2.0555555555555554
2025,18,ALO,Aston Martin,36.0,0,0,0,18,11,279.0,1.0,0.0,0.0,2.0
